Código disciplina;Nome disciplina;Qtd de estudantes;Aprovações;Reprovações;Abandonos;Taxa de aprovação;Taxa de reprovação
FCTE0065;Redes de Computadores;31;22;6;3;0.7097;0.1935
FCTE0065;Redes de Computadores;62;48;10;4;0.7742;0.1613
FCTE0065;Redes de Computadores;71;53;12;6;0.7465;0.169
FCTE0065;Redes de Computadores;49;40;9;0;0.8163;0.1837
FCTE0065;Redes de Computadores;32;26;4;2;0.8125;0.125
FCTE0065;Redes de Computadores;43;34;8;1;0.7907;0.186
FCTE0065;Redes de Computadores;63;45;14;4;0.7143;0.2222
FCTE0065;Redes de Computadores;77;56;19;2;0.7273;0.2468
FCTE0065;Redes de Computadores;64;51;12;1;0.7969;0.1875
FCTE0065;Redes de Computadores;31;25;5;1;0.8065;0.1613
FCTE0065;Redes de Computadores;69;52;17;0;0.7536;0.2464
FCTE0065;Redes de Computadores;62;46;16;0;0.7419;0.2581
FCTE0065;Redes de Computadores;42;29;10;3;0.6905;0.2381
FCTE0065;Redes de Computadores;49;44;5;0;0.898;0.102
FCTE0065;Redes de Computadores;64;55;9;0;0.8594;0.1406
FCTE0066;Compiladores;52;39;10;3;0.75;0.1923
FCTE0066;Compiladores;54;47;7;0;0.8704;0.1296
FCTE0066;Compiladores;65;47;15;3;0.7231;0.2308
FCTE0066;Compiladores;48;34;6;8;0.7083;0.125
FCTE0066;Compiladores;81;69;12;0;0.8519;0.1481
FCTE0066;Compiladores;29;27;0;2;0.931;0.0
FCTE0066;Compiladores;79;61;16;2;0.7722;0.2025
FCTE0066;Compiladores;41;27;12;2;0.6585;0.2927
FCTE0066;Compiladores;30;22;8;0;0.7333;0.2667
FCTE0066;Compiladores;31;24;6;1;0.7742;0.1935
FCTE0066;Compiladores;50;40;10;0;0.8;0.2
FCTE0066;Compiladores;69;56;12;1;0.8116;0.1739
FCTE0066;Compiladores;70;51;17;2;0.7286;0.2429
FCTE0066;Compiladores;60;53;7;0;0.8833;0.1167
FCTE0066;Compiladores;53;44;6;3;0.8302;0.1132
FCTE0066;Compiladores;33;23;7;3;0.697;0.2121
FCTE0066;Compiladores;81;57;18;6;0.7037;0.2222
FCTE0066;Compiladores;81;56;20;5;0.6914;0.2469
FCTE0066;Compiladores;29;20;9;0;0.6897;0.3103
FCTE0066;Compiladores;52;36;15;1;0.6923;0.2885
FCTE0066;Compiladores;33;22;7;4;0.6667;0.2121
FCTE0066;Compiladores;58;47;10;1;0.8103;0.1724
FCTE0066;Compiladores;50;34;13;3;0.68;0.26
FCTE0066;Compiladores;34;23;11;0;0.6765;0.3235
FCTE0067;Inteligência Artificial;29;18;9;2;0.6207;0.3103
FCTE0067;Inteligência Artificial;60;38;21;1;0.6333;0.35
FCTE0067;Inteligência Artificial;40;33;7;0;0.825;0.175
FCTE0067;Inteligência Artificial;73;47;17;9;0.6438;0.2329
FCTE0067;Inteligência Artificial;43;27;14;2;0.6279;0.3256
FCTE0067;Inteligência Artificial;37;28;8;1;0.7568;0.2162
FCTE0067;Inteligência Artificial;39;31;8;0;0.7949;0.2051
FCTE0067;Inteligência Artificial;51;35;10;6;0.6863;0.1961
FCTE0067;Inteligência Artificial;49;25;17;7;0.5102;0.3469
FCTE0067;Inteligência Artificial;65;43;21;1;0.6615;0.3231
FCTE0067;Inteligência Artificial;75;50;22;3;0.6667;0.2933
FCTE0067;Inteligência Artificial;45;26;16;3;0.5778;0.3556
FCTE0067;Inteligência Artificial;55;38;16;1;0.6909;0.2909
FCTE0067;Inteligência Artificial;38;31;5;2;0.8158;0.1316
FCTE0067;Inteligência Artificial;69;50;17;2;0.7246;0.2464
FCTE0067;Inteligência Artificial;45;34;9;2;0.7556;0.2
FCTE0067;Inteligência Artificial;55;40;11;4;0.7273;0.2
FCTE0067;Inteligência Artificial;82;63;18;1;0.7683;0.2195
FCTE0067;Inteligência Artificial;20;13;4;3;0.65;0.2
FCTE0067;Inteligência Artificial;48;29;18;1;0.6042;0.375
FCTE0067;Inteligência Artificial;79;56;16;7;0.7089;0.2025
FCTE0067;Inteligência Artificial;28;22;4;2;0.7857;0.1429
FCTE0067;Inteligência Artificial;44;35;8;1;0.7955;0.1818
FCTE0067;Inteligência Artificial;68;56;11;1;0.8235;0.1618
FCTE0068;Aprendizado de Máquina;21;15;4;2;0.7143;0.1905
FCTE0068;Aprendizado de Máquina;59;37;20;2;0.6271;0.339
FCTE0068;Aprendizado de Máquina;36;20;16;0;0.5556;0.4444
FCTE0068;Aprendizado de Máquina;82;58;20;4;0.7073;0.2439
FCTE0068;Aprendizado de Máquina;35;26;9;0;0.7429;0.2571
FCTE0068;Aprendizado de Máquina;36;26;8;2;0.7222;0.2222
FCTE0068;Aprendizado de Máquina;48;32;15;1;0.6667;0.3125
FCTE0068;Aprendizado de Máquina;68;48;15;5;0.7059;0.2206
FCTE0068;Aprendizado de Máquina;65;28;32;5;0.4308;0.4923
FCTE0068;Aprendizado de Máquina;70;46;22;2;0.6571;0.3143
FCTE0068;Aprendizado de Máquina;50;36;11;3;0.72;0.22
FCTE0068;Aprendizado de Máquina;42;31;10;1;0.7381;0.2381
FCTE0068;Aprendizado de Máquina;21;11;7;3;0.5238;0.3333
FCTE0068;Aprendizado de Máquina;20;13;7;0;0.65;0.35
FCTE0068;Aprendizado de Máquina;55;41;12;2;0.7455;0.2182
FCTE0068;Aprendizado de Máquina;41;25;14;2;0.6098;0.3415
FCTE0068;Aprendizado de Máquina;47;35;11;1;0.7447;0.234
FCTE0068;Aprendizado de Máquina;73;49;17;7;0.6712;0.2329
FCTE0068;Aprendizado de Máquina;46;21;24;1;0.4565;0.5217
FCTE0068;Aprendizado de Máquina;71;46;21;4;0.6479;0.2958
FCTE0068;Aprendizado de Máquina;82;55;19;8;0.6707;0.2317
FCTE0068;Aprendizado de Máquina;70;47;16;7;0.6714;0.2286
FCTE0068;Aprendizado de Máquina;66;42;22;2;0.6364;0.3333
FCTE0068;Aprendizado de Máquina;44;33;8;3;0.75;0.1818
FCTE0069;Interação Humano-Computador;31;23;6;2;0.7419;0.1935
FCTE0069;Interação Humano-Computador;56;33;19;4;0.5893;0.3393
FCTE0069;Interação Humano-Computador;26;18;6;2;0.6923;0.2308
FCTE0069;Interação Humano-Computador;65;42;19;4;0.6462;0.2923
FCTE0069;Interação Humano-Computador;78;45;30;3;0.5769;0.3846
FCTE0069;Interação Humano-Computador;31;19;10;2;0.6129;0.3226
FCTE0069;Interação Humano-Computador;68;37;24;7;0.5441;0.3529
FCTE0069;Interação Humano-Computador;21;10;11;0;0.4762;0.5238
FCTE0069;Interação Humano-Computador;46;27;18;1;0.587;0.3913
FCTE0069;Interação Humano-Computador;41;24;12;5;0.5854;0.2927
FCTE0069;Interação Humano-Computador;37;28;7;2;0.7568;0.1892
FCTE0069;Interação Humano-Computador;37;29;5;3;0.7838;0.1351
FCTE0069;Interação Humano-Computador;81;59;18;4;0.7284;0.2222
FCTE0069;Interação Humano-Computador;73;38;26;9;0.5205;0.3562
FCTE0069;Interação Humano-Computador;30;17;11;2;0.5667;0.3667
FCTE0069;Interação Humano-Computador;49;35;11;3;0.7143;0.2245
FCTE0069;Interação Humano-Computador;81;51;17;13;0.6296;0.2099
FCTE0069;Interação Humano-Computador;50;31;17;2;0.62;0.34
FCTE0069;Interação Humano-Computador;39;27;11;1;0.6923;0.2821
FCTE0069;Interação Humano-Computador;57;33;21;3;0.5789;0.3684
FCTE0069;Interação Humano-Computador;34;24;8;2;0.7059;0.2353
FCTE0069;Interação Humano-Computador;45;26;17;2;0.5778;0.3778
FCTE0069;Interação Humano-Computador;46;25;17;4;0.5435;0.3696
FCTE0069;Interação Humano-Computador;19;11;6;2;0.5789;0.3158
FCTE0070;Programação para Sistemas Embarcados;79;61;18;0;0.7722;0.2278
FCTE0070;Programação para Sistemas Embarcados;25;21;4;0;0.84;0.16
FCTE0070;Programação para Sistemas Embarcados;33;28;5;0;0.8485;0.1515
FCTE0070;Programação para Sistemas Embarcados;41;36;4;1;0.878;0.0976
FCTE0070;Programação para Sistemas Embarcados;24;20;3;1;0.8333;0.125
FCTE0070;Programação para Sistemas Embarcados;60;55;5;0;0.9167;0.0833
FCTE0070;Programação para Sistemas Embarcados;39;36;3;0;0.9231;0.0769
FCTE0070;Programação para Sistemas Embarcados;32;27;5;0;0.8438;0.1562
FCTE0070;Programação para Sistemas Embarcados;19;13;4;2;0.6842;0.2105
FCTE0070;Programação para Sistemas Embarcados;62;52;8;2;0.8387;0.129
FCTE0070;Programação para Sistemas Embarcados;78;63;12;3;0.8077;0.1538
FCTE0070;Programação para Sistemas Embarcados;22;17;5;0;0.7727;0.2273
FCTE0070;Programação para Sistemas Embarcados;68;62;5;1;0.9118;0.0735
FCTE0070;Programação para Sistemas Embarcados;60;52;4;4;0.8667;0.0667
FCTE0070;Programação para Sistemas Embarcados;63;51;12;0;0.8095;0.1905
FCTE0070;Programação para Sistemas Embarcados;59;51;5;3;0.8644;0.0847
FCTE0070;Programação para Sistemas Embarcados;50;43;2;5;0.86;0.04
FCTE0070;Programação para Sistemas Embarcados;74;56;9;9;0.7568;0.1216
FCTE0070;Programação para Sistemas Embarcados;40;35;5;0;0.875;0.125
FCTE0070;Programação para Sistemas Embarcados;46;36;8;2;0.7826;0.1739
FCTE0070;Programação para Sistemas Embarcados;39;34;5;0;0.8718;0.1282
FCTE0070;Programação para Sistemas Embarcados;74;55;14;5;0.7432;0.1892
FCTE0070;Programação para Sistemas Embarcados;76;59;14;3;0.7763;0.1842
FCTE0070;Programação para Sistemas Embarcados;61;51;8;2;0.8361;0.1311
FCTE0071;Engenharia de Produto de Software;72;62;9;1;0.8611;0.125
FCTE0071;Engenharia de Produto de Software;37;27;9;1;0.7297;0.2432
FCTE0071;Engenharia de Produto de Software;23;20;2;1;0.8696;0.087
FCTE0071;Engenharia de Produto de Software;43;39;2;2;0.907;0.0465
FCTE0071;Engenharia de Produto de Software;36;28;7;1;0.7778;0.1944
FCTE0071;Engenharia de Produto de Software;45;38;5;2;0.8444;0.1111
FCTE0071;Engenharia de Produto de Software;80;67;10;3;0.8375;0.125
FCTE0071;Engenharia de Produto de Software;42;30;10;2;0.7143;0.2381
FCTE0071;Engenharia de Produto de Software;74;62;10;2;0.8378;0.1351
FCTE0071;Engenharia de Produto de Software;75;51;21;3;0.68;0.28
FCTE0071;Engenharia de Produto de Software;20;17;2;1;0.85;0.1
FCTE0071;Engenharia de Produto de Software;58;44;11;3;0.7586;0.1897
FCTE0071;Engenharia de Produto de Software;39;35;1;3;0.8974;0.0256
FCTE0071;Engenharia de Produto de Software;60;55;4;1;0.9167;0.0667
FCTE0071;Engenharia de Produto de Software;71;55;12;4;0.7746;0.169
FCTE0071;Engenharia de Produto de Software;43;38;5;0;0.8837;0.1163
FCTE0071;Engenharia de Produto de Software;50;41;8;1;0.82;0.16
FCTE0071;Engenharia de Produto de Software;79;59;16;4;0.7468;0.2025
FCTE0071;Engenharia de Produto de Software;18;13;5;0;0.7222;0.2778
FCTE0071;Engenharia de Produto de Software;36;32;4;0;0.8889;0.1111
FCTE0071;Engenharia de Produto de Software;34;27;7;0;0.7941;0.2059
FCTE0071;Engenharia de Produto de Software;34;27;3;4;0.7941;0.0882
FCTE0071;Engenharia de Produto de Software;80;58;16;6;0.725;0.2
FCTE0071;Engenharia de Produto de Software;53;46;7;0;0.8679;0.1321
FCTE0072;DevOps e Integração Contínua;48;38;4;6;0.7917;0.0833
FCTE0072;DevOps e Integração Contínua;27;21;2;4;0.7778;0.0741
FCTE0072;DevOps e Integração Contínua;60;42;14;4;0.7;0.2333
FCTE0072;DevOps e Integração Contínua;38;34;2;2;0.8947;0.0526
FCTE0072;DevOps e Integração Contínua;48;32;13;3;0.6667;0.2708
FCTE0072;DevOps e Integração Contínua;34;25;8;1;0.7353;0.2353
FCTE0072;DevOps e Integração Contínua;19;15;2;2;0.7895;0.1053
FCTE0072;DevOps e Integração Contínua;72;56;15;1;0.7778;0.2083
FCTE0072;DevOps e Integração Contínua;42;36;3;3;0.8571;0.0714
FCTE0072;DevOps e Integração Contínua;73;56;12;5;0.7671;0.1644
FCTE0072;DevOps e Integração Contínua;40;32;7;1;0.8;0.175
FCTE0072;DevOps e Integração Contínua;66;52;7;7;0.7879;0.1061
FCTE0072;DevOps e Integração Contínua;46;31;13;2;0.6739;0.2826
FCTE0072;DevOps e Integração Contínua;82;59;23;0;0.7195;0.2805
FCTE0072;DevOps e Integração Contínua;51;34;13;4;0.6667;0.2549
FCTE0072;DevOps e Integração Contínua;33;23;6;4;0.697;0.1818
FCTE0072;DevOps e Integração Contínua;78;55;20;3;0.7051;0.2564
FCTE0072;DevOps e Integração Contínua;54;44;8;2;0.8148;0.1481
FCTE0072;DevOps e Integração Contínua;81;61;11;9;0.7531;0.1358
FCTE0072;DevOps e Integração Contínua;33;24;8;1;0.7273;0.2424
FCTE0072;DevOps e Integração Contínua;53;46;5;2;0.8679;0.0943
FCTE0072;DevOps e Integração Contínua;73;60;9;4;0.8219;0.1233
FCTE0072;DevOps e Integração Contínua;43;36;6;1;0.8372;0.1395
FCTE0072;DevOps e Integração Contínua;60;46;14;0;0.7667;0.2333
FCTE0073;Segurança de Software;46;32;13;1;0.6957;0.2826
FCTE0073;Segurança de Software;46;30;11;5;0.6522;0.2391
FCTE0073;Segurança de Software;30;26;2;2;0.8667;0.0667
FCTE0073;Segurança de Software;74;55;17;2;0.7432;0.2297
FCTE0073;Segurança de Software;75;52;20;3;0.6933;0.2667
FCTE0073;Segurança de Software;21;12;8;1;0.5714;0.381
FCTE0073;Segurança de Software;65;46;14;5;0.7077;0.2154
FCTE0073;Segurança de Software;62;46;11;5;0.7419;0.1774
FCTE0073;Segurança de Software;30;22;6;2;0.7333;0.2
FCTE0073;Segurança de Software;25;17;7;1;0.68;0.28
FCTE0073;Segurança de Software;72;61;10;1;0.8472;0.1389
FCTE0073;Segurança de Software;27;8;13;6;0.2963;0.4815
FCTE0073;Segurança de Software;54;32;16;6;0.5926;0.2963
FCTE0073;Segurança de Software;62;47;13;2;0.7581;0.2097
FCTE0073;Segurança de Software;34;21;9;4;0.6176;0.2647
FCTE0073;Segurança de Software;47;33;9;5;0.7021;0.1915
FCTE0073;Segurança de Software;64;43;15;6;0.6719;0.2344
FCTE0073;Segurança de Software;28;20;4;4;0.7143;0.1429
FCTE0073;Segurança de Software;25;17;8;0;0.68;0.32
FCTE0073;Segurança de Software;30;25;3;2;0.8333;0.1
FCTE0073;Segurança de Software;44;36;7;1;0.8182;0.1591
FCTE0073;Segurança de Software;44;30;9;5;0.6818;0.2045
FCTE0073;Segurança de Software;37;30;6;1;0.8108;0.1622
FCTE0073;Segurança de Software;64;39;19;6;0.6094;0.2969
FCTE0074;Sistemas Distribuídos;67;44;17;6;0.6567;0.2537
FCTE0074;Sistemas Distribuídos;46;39;3;4;0.8478;0.0652
FCTE0074;Sistemas Distribuídos;67;52;10;5;0.7761;0.1493
FCTE0074;Sistemas Distribuídos;51;32;15;4;0.6275;0.2941
FCTE0074;Sistemas Distribuídos;58;39;15;4;0.6724;0.2586
FCTE0074;Sistemas Distribuídos;65;52;12;1;0.8;0.1846
FCTE0074;Sistemas Distribuídos;56;38;12;6;0.6786;0.2143
FCTE0074;Sistemas Distribuídos;64;41;20;3;0.6406;0.3125
FCTE0074;Sistemas Distribuídos;78;57;16;5;0.7308;0.2051
FCTE0074;Sistemas Distribuídos;64;41;20;3;0.6406;0.3125
FCTE0074;Sistemas Distribuídos;58;42;11;5;0.7241;0.1897
FCTE0074;Sistemas Distribuídos;73;47;19;7;0.6438;0.2603
FCTE0074;Sistemas Distribuídos;62;49;9;4;0.7903;0.1452
FCTE0074;Sistemas Distribuídos;50;31;12;7;0.62;0.24
FCTE0074;Sistemas Distribuídos;36;27;7;2;0.75;0.1944
FCTE0074;Sistemas Distribuídos;80;62;10;8;0.775;0.125
FCTE0074;Sistemas Distribuídos;21;14;5;2;0.6667;0.2381
FCTE0074;Sistemas Distribuídos;82;56;19;7;0.6829;0.2317
FCTE0074;Sistemas Distribuídos;59;44;13;2;0.7458;0.2203
FCTE0074;Sistemas Distribuídos;28;22;4;2;0.7857;0.1429
FCTE0074;Sistemas Distribuídos;51;32;17;2;0.6275;0.3333
FCTE0074;Sistemas Distribuídos;34;27;5;2;0.7941;0.1471
FCTE0074;Sistemas Distribuídos;75;53;21;1;0.7067;0.28
FCTE0074;Sistemas Distribuídos;75;48;24;3;0.64;0.32
FCTE0075;Gerência de Configuração de Software;64;54;8;2;0.8438;0.125
FCTE0075;Gerência de Configuração de Software;54;37;17;0;0.6852;0.3148
FCTE0075;Gerência de Configuração de Software;58;32;21;5;0.5517;0.3621
FCTE0075;Gerência de Configuração de Software;57;38;17;2;0.6667;0.2982
FCTE0075;Gerência de Configuração de Software;78;52;23;3;0.6667;0.2949
FCTE0075;Gerência de Configuração de Software;40;31;8;1;0.775;0.2
FCTE0075;Gerência de Configuração de Software;41;28;12;1;0.6829;0.2927
FCTE0075;Gerência de Configuração de Software;69;48;19;2;0.6957;0.2754
FCTE0075;Gerência de Configuração de Software;56;32;20;4;0.5714;0.3571
FCTE0075;Gerência de Configuração de Software;55;31;23;1;0.5636;0.4182
FCTE0075;Gerência de Configuração de Software;42;32;10;0;0.7619;0.2381
FCTE0075;Gerência de Configuração de Software;20;10;9;1;0.5;0.45
FCTE0075;Gerência de Configuração de Software;32;23;9;0;0.7188;0.2812
FCTE0075;Gerência de Configuração de Software;80;55;25;0;0.6875;0.3125
FCTE0075;Gerência de Configuração de Software;25;18;7;0;0.72;0.28
FCTE0075;Gerência de Configuração de Software;75;46;27;2;0.6133;0.36
FCTE0075;Gerência de Configuração de Software;80;53;27;0;0.6625;0.3375
FCTE0075;Gerência de Configuração de Software;26;17;9;0;0.6538;0.3462
FCTE0075;Gerência de Configuração de Software;27;17;9;1;0.6296;0.3333
FCTE0075;Gerência de Configuração de Software;31;25;5;1;0.8065;0.1613
FCTE0075;Gerência de Configuração de Software;46;29;15;2;0.6304;0.3261
FCTE0075;Gerência de Configuração de Software;31;23;6;2;0.7419;0.1935
FCTE0075;Gerência de Configuração de Software;19;16;3;0;0.8421;0.1579
FCTE0075;Gerência de Configuração de Software;23;16;5;2;0.6957;0.2174
FCTE0076;Dinâmica de Veículos;74;44;24;6;0.5946;0.3243
FCTE0076;Dinâmica de Veículos;57;38;16;3;0.6667;0.2807
FCTE0076;Dinâmica de Veículos;22;16;6;0;0.7273;0.2727
FCTE0076;Dinâmica de Veículos;42;33;9;0;0.7857;0.2143
FCTE0076;Dinâmica de Veículos;61;48;12;1;0.7869;0.1967
FCTE0076;Dinâmica de Veículos;20;13;7;0;0.65;0.35
FCTE0076;Dinâmica de Veículos;63;49;13;1;0.7778;0.2063
FCTE0076;Dinâmica de Veículos;54;33;20;1;0.6111;0.3704
FCTE0076;Dinâmica de Veículos;29;21;8;0;0.7241;0.2759
FCTE0076;Dinâmica de Veículos;31;20;8;3;0.6452;0.2581
FCTE0076;Dinâmica de Veículos;77;49;26;2;0.6364;0.3377
FCTE0076;Dinâmica de Veículos;36;21;14;1;0.5833;0.3889
FCTE0076;Dinâmica de Veículos;46;28;18;0;0.6087;0.3913
FCTE0076;Dinâmica de Veículos;73;49;20;4;0.6712;0.274
FCTE0076;Dinâmica de Veículos;73;41;26;6;0.5616;0.3562
FCTE0076;Dinâmica de Veículos;29;14;15;0;0.4828;0.5172
FCTE0076;Dinâmica de Veículos;39;23;16;0;0.5897;0.4103
FCTE0076;Dinâmica de Veículos;33;18;15;0;0.5455;0.4545
FCTE0076;Dinâmica de Veículos;71;47;23;1;0.662;0.3239
FCTE0076;Dinâmica de Veículos;57;42;13;2;0.7368;0.2281
FCTE0076;Dinâmica de Veículos;26;18;8;0;0.6923;0.3077
FCTE0076;Dinâmica de Veículos;26;14;10;2;0.5385;0.3846
FCTE0076;Dinâmica de Veículos;37;23;13;1;0.6216;0.3514
FCTE0076;Dinâmica de Veículos;35;24;11;0;0.6857;0.3143
FCTE0077;Motores de Combustão Interna;54;44;7;3;0.8148;0.1296
FCTE0077;Motores de Combustão Interna;46;39;6;1;0.8478;0.1304
FCTE0077;Motores de Combustão Interna;60;50;7;3;0.8333;0.1167
FCTE0077;Motores de Combustão Interna;77;75;1;1;0.974;0.013
FCTE0077;Motores de Combustão Interna;67;55;9;3;0.8209;0.1343
FCTE0077;Motores de Combustão Interna;19;16;2;1;0.8421;0.1053
FCTE0077;Motores de Combustão Interna;70;57;7;6;0.8143;0.1
FCTE0077;Motores de Combustão Interna;77;64;10;3;0.8312;0.1299
FCTE0077;Motores de Combustão Interna;56;53;1;2;0.9464;0.0179
FCTE0077;Motores de Combustão Interna;74;58;11;5;0.7838;0.1486
FCTE0077;Motores de Combustão Interna;49;45;1;3;0.9184;0.0204
FCTE0077;Motores de Combustão Interna;55;54;1;0;0.9818;0.0182
FCTE0077;Motores de Combustão Interna;44;40;4;0;0.9091;0.0909
FCTE0077;Motores de Combustão Interna;26;22;3;1;0.8462;0.1154
FCTE0077;Motores de Combustão Interna;35;28;3;4;0.8;0.0857
FCTE0077;Motores de Combustão Interna;79;52;22;5;0.6582;0.2785
FCTE0077;Motores de Combustão Interna;24;18;4;2;0.75;0.1667
FCTE0077;Motores de Combustão Interna;73;67;5;1;0.9178;0.0685
FCTE0077;Motores de Combustão Interna;37;32;4;1;0.8649;0.1081
FCTE0077;Motores de Combustão Interna;43;33;7;3;0.7674;0.1628
FCTE0077;Motores de Combustão Interna;73;69;2;2;0.9452;0.0274
FCTE0077;Motores de Combustão Interna;46;36;7;3;0.7826;0.1522
FCTE0077;Motores de Combustão Interna;53;45;7;1;0.8491;0.1321
FCTE0077;Motores de Combustão Interna;57;50;4;3;0.8772;0.0702
FCTE0078;Sistemas de Transmissão;80;58;17;5;0.725;0.2125
FCTE0078;Sistemas de Transmissão;77;52;19;6;0.6753;0.2468
FCTE0078;Sistemas de Transmissão;81;66;12;3;0.8148;0.1481
FCTE0078;Sistemas de Transmissão;57;41;10;6;0.7193;0.1754
FCTE0078;Sistemas de Transmissão;47;40;3;4;0.8511;0.0638
FCTE0078;Sistemas de Transmissão;37;32;5;0;0.8649;0.1351
FCTE0078;Sistemas de Transmissão;28;26;1;1;0.9286;0.0357
FCTE0078;Sistemas de Transmissão;40;33;4;3;0.825;0.1
FCTE0078;Sistemas de Transmissão;27;21;4;2;0.7778;0.1481
FCTE0078;Sistemas de Transmissão;52;43;6;3;0.8269;0.1154
FCTE0078;Sistemas de Transmissão;27;20;6;1;0.7407;0.2222
FCTE0078;Sistemas de Transmissão;26;21;3;2;0.8077;0.1154
FCTE0078;Sistemas de Transmissão;33;28;4;1;0.8485;0.1212
FCTE0078;Sistemas de Transmissão;36;30;3;3;0.8333;0.0833
FCTE0078;Sistemas de Transmissão;55;37;12;6;0.6727;0.2182
FCTE0078;Sistemas de Transmissão;61;52;8;1;0.8525;0.1311
FCTE0078;Sistemas de Transmissão;31;24;4;3;0.7742;0.129
FCTE0078;Sistemas de Transmissão;32;27;2;3;0.8438;0.0625
FCTE0078;Sistemas de Transmissão;71;57;11;3;0.8028;0.1549
FCTE0078;Sistemas de Transmissão;67;52;11;4;0.7761;0.1642
FCTE0078;Sistemas de Transmissão;69;57;10;2;0.8261;0.1449
FCTE0078;Sistemas de Transmissão;48;38;9;1;0.7917;0.1875
FCTE0078;Sistemas de Transmissão;80;72;6;2;0.9;0.075
FCTE0078;Sistemas de Transmissão;51;42;4;5;0.8235;0.0784
FCTE0079;Eletrônica Veicular;60;48;8;4;0.8;0.1333
FCTE0079;Eletrônica Veicular;56;40;7;9;0.7143;0.125
FCTE0079;Eletrônica Veicular;49;38;7;4;0.7755;0.1429
FCTE0079;Eletrônica Veicular;29;23;5;1;0.7931;0.1724
FCTE0079;Eletrônica Veicular;81;55;20;6;0.679;0.2469
FCTE0079;Eletrônica Veicular;68;55;11;2;0.8088;0.1618
FCTE0079;Eletrônica Veicular;65;56;7;2;0.8615;0.1077
FCTE0079;Eletrônica Veicular;26;19;4;3;0.7308;0.1538
FCTE0079;Eletrônica Veicular;20;17;2;1;0.85;0.1
FCTE0079;Eletrônica Veicular;34;26;1;7;0.7647;0.0294
FCTE0079;Eletrônica Veicular;62;46;11;5;0.7419;0.1774
FCTE0079;Eletrônica Veicular;60;43;13;4;0.7167;0.2167
FCTE0079;Eletrônica Veicular;31;18;12;1;0.5806;0.3871
FCTE0079;Eletrônica Veicular;58;53;4;1;0.9138;0.069
FCTE0079;Eletrônica Veicular;49;28;16;5;0.5714;0.3265
FCTE0079;Eletrônica Veicular;70;55;8;7;0.7857;0.1143
FCTE0079;Eletrônica Veicular;61;43;11;7;0.7049;0.1803
FCTE0079;Eletrônica Veicular;20;15;5;0;0.75;0.25
FCTE0079;Eletrônica Veicular;74;57;15;2;0.7703;0.2027
FCTE0079;Eletrônica Veicular;23;15;7;1;0.6522;0.3043
FCTE0079;Eletrônica Veicular;20;15;5;0;0.75;0.25
FCTE0079;Eletrônica Veicular;19;14;5;0;0.7368;0.2632
FCTE0079;Eletrônica Veicular;26;17;6;3;0.6538;0.2308
FCTE0079;Eletrônica Veicular;54;37;12;5;0.6852;0.2222
FCTE0080;Sistemas de Suspensão;35;32;3;0;0.9143;0.0857
FCTE0080;Sistemas de Suspensão;54;39;10;5;0.7222;0.1852
FCTE0080;Sistemas de Suspensão;67;48;17;2;0.7164;0.2537
FCTE0080;Sistemas de Suspensão;57;45;11;1;0.7895;0.193
FCTE0080;Sistemas de Suspensão;30;26;4;0;0.8667;0.1333
FCTE0080;Sistemas de Suspensão;56;42;9;5;0.75;0.1607
FCTE0080;Sistemas de Suspensão;36;28;8;0;0.7778;0.2222
FCTE0080;Sistemas de Suspensão;34;24;8;2;0.7059;0.2353
FCTE0080;Sistemas de Suspensão;42;30;10;2;0.7143;0.2381
FCTE0080;Sistemas de Suspensão;26;19;7;0;0.7308;0.2692
FCTE0080;Sistemas de Suspensão;53;39;14;0;0.7358;0.2642
FCTE0080;Sistemas de Suspensão;18;12;6;0;0.6667;0.3333
FCTE0080;Sistemas de Suspensão;21;15;4;2;0.7143;0.1905
FCTE0080;Sistemas de Suspensão;82;58;23;1;0.7073;0.2805
FCTE0080;Sistemas de Suspensão;48;36;11;1;0.75;0.2292
FCTE0080;Sistemas de Suspensão;76;60;13;3;0.7895;0.1711
FCTE0080;Sistemas de Suspensão;49;43;6;0;0.8776;0.1224
FCTE0080;Sistemas de Suspensão;64;49;14;1;0.7656;0.2188
FCTE0080;Sistemas de Suspensão;61;51;9;1;0.8361;0.1475
FCTE0080;Sistemas de Suspensão;24;16;8;0;0.6667;0.3333
FCTE0080;Sistemas de Suspensão;70;46;18;6;0.6571;0.2571
FCTE0080;Sistemas de Suspensão;19;12;6;1;0.6316;0.3158
FCTE0080;Sistemas de Suspensão;61;48;13;0;0.7869;0.2131
FCTE0080;Sistemas de Suspensão;77;55;19;3;0.7143;0.2468
FCTE0081;Sistemas de Freios;29;17;9;3;0.5862;0.3103
FCTE0081;Sistemas de Freios;62;42;16;4;0.6774;0.2581
FCTE0081;Sistemas de Freios;40;26;11;3;0.65;0.275
FCTE0081;Sistemas de Freios;43;30;11;2;0.6977;0.2558
FCTE0081;Sistemas de Freios;36;28;4;4;0.7778;0.1111
FCTE0081;Sistemas de Freios;29;23;6;0;0.7931;0.2069
FCTE0081;Sistemas de Freios;47;36;11;0;0.766;0.234
FCTE0081;Sistemas de Freios;30;18;9;3;0.6;0.3
FCTE0081;Sistemas de Freios;39;31;8;0;0.7949;0.2051
FCTE0081;Sistemas de Freios;43;36;6;1;0.8372;0.1395
FCTE0081;Sistemas de Freios;78;51;22;5;0.6538;0.2821
